Age,SupportCallsLastYear,AverageBill,ChurnIndicator
17,4,17,0.185
79,6,55,0.083
79,0,75,0.003
32,3,80,0.013
10,0,66,0.002
69,0,27,0.011
3,4,103,0.011
7,1,20,0.035
73,0,35,0.009
52,0,78,0.007
33,0,98,0
24,0,41,0.008
73,0,98,0.006
18,0,88,0.005
35,0,93,0.006
47,2,40,0.033
69,1,80,0.003
59,1,21,0.087
63,10,59,0.019
12,1,82,0.007
27,0,88,0.015
39,0,23,0.001
70,2,80,0.022
46,0,11,0.028
63,6,55,0.008
13,1,19,0.108
20,0,59,0.01
24,0,107,0.002
33,5,78,0.03
54,0,90,0.009
7,3,60,0.041
6,5,66,0.1
76,5,103,0.009
15,1,43,0.039
39,1,95,0.011
76,4,40,0.056
73,1,65,0.011
7,5,44,0.061
17,9,96,0.025
23,0,86,0.001
33,1,79,0.015
62,4,108,0.023
62,1,47,0.015
39,2,53,0.038
0,0,52,0.015
15,6,14,0.27
2,2,103,0.018
38,1,50,0.009
15,0,88,0.006
66,5,95,0.005
17,0,17,0.03
36,0,13,0.005
75,1,100,0.026
11,3,71,0.009
74,2,29,0.101
43,5,28,0.039
18,0,32,0.021
1,0,91,0.004
55,5,12,0.429
77,2,86,0.003
35,5,14,0.118
37,2,20,0.137
65,2,69,0.024
65,0,63,0.001
25,1,51,0.005
24,8,67,0.021
72,0,60,0.003
51,2,96,0.039
41,0,44,0.022
6,2,49,0.023
15,4,107,0.002
47,1,74,0.012
33,9,85,0.017
37,2,92,0.02
20,0,82,0.011
14,1,79,0.005
45,9,24,0.031
42,1,40,0.009
52,1,105,0.004
3,0,45,0.003
77,5,39,0.022
26,0,98,0.002
39,9,109,0.009
78,0,58,0.004
67,4,36,0.026
52,8,34,0.077
77,0,77,0.008
58,0,41,0.007
34,2,33,0.059
28,2,67,0.031
3,6,104,0.005
64,0,17,0.007
33,0,59,0.005
2,2,97,0.029
66,3,107,0.02
4,6,106,0.01
5,0,61,0.013
9,5,46,0.027
61,0,70,0.008
13,6,21,0.234
10,0,107,0.005
19,3,106,0.032
50,0,69,0.005
72,3,85,0.009
62,2,62,0.026
35,8,48,0.124
49,0,54,0.005
4,3,21,0.018
2,0,29,0.021
63,0,57,0.003
33,1,66,0.002
71,7,33,0.182
40,4,81,0.006
31,1,75,0.005
11,1,33,0.003
24,1,96,0.029
4,8,57,0.189
30,0,97,0.002
73,0,11,0.066
40,1,20,0.028
9,2,36,0.086
46,0,23,0.013
14,0,51,0.008
36,1,26,0.011
11,1,15,0.026
17,7,68,0.047
37,0,43,0.005
44,7,76,0.007
55,0,45,0.013
48,1,89,0.006
24,1,52,0.009
78,9,41,0.191
16,1,82,0.024
2,0,83,0.004
9,3,51,0.025
57,0,57,0.007
65,2,59,0.038
80,0,105,0.002
74,0,80,0.001
79,0,52,0.003
58,0,57,0
43,4,39,0.166
22,0,105,0.003
19,0,29,0.015
3,6,104,0.041
78,4,20,0.022
61,0,41,0.027
35,0,62,0.005
40,4,28,0.048
36,0,80,0.001
8,2,53,0.012
7,0,85,0.007
67,3,58,0.032
13,0,77,0.008
12,2,88,0.002
40,1,99,0.01
3,7,17,0.277
26,0,14,0.034
42,8,91,0.015
6,0,69,0.003
22,0,100,0.003
42,3,45,0.035
33,0,15,0.06
20,5,90,0.014
71,0,30,0.016
9,8,73,0.004
78,0,64,0.006
38,0,23,0.034
46,3,73,0
64,0,38,0
20,7,24,0.24
50,9,15,0.227
71,6,103,0.034
18,5,39,0.001
68,5,61,0.015
24,1,40,0.001
42,0,81,0.011
27,0,78,0.004
77,6,106,0.063
30,6,42,0.1
76,1,98,0.004
20,2,100,0.016
74,0,67,0.003
36,4,78,0.081
61,6,86,0.071
9,1,92,0
28,0,87,0.002
7,7,69,0.066
62,1,22,0.04
9,0,87,0.007
5,4,11,0.18
26,9,74,0.155
2,0,48,0.005
32,1,25,0.005
50,0,100,0.01
2,0,63,0.005
59,0,97,0.009
63,3,21,0.065
22,0,59,0.013
46,1,109,0.008
77,0,51,0.007
70,2,39,0.038
45,0,87,0
54,9,39,0.137
49,1,12,0.131
56,2,53,0.014
62,0,98,0.009
63,4,69,0.013
52,0,97,0.006
33,1,108,0.003
79,0,18,0.013
50,0,69,0.001
29,4,107,0.003
38,0,89,0.002
58,0,58,0.018
79,7,106,0.06
10,0,88,0.012
57,3,31,0.085
40,0,34,0.014
16,0,14,0.045
54,1,58,0.011
30,6,79,0.01
58,0,73,0.001
59,0,78,0.013
11,1,82,0.005
53,1,52,0.015
53,8,48,0.082
74,1,85,0.011
25,2,37,0.007
59,4,85,0.039
80,0,25,0.019
11,0,18,0.003
64,0,21,0.002
11,3,44,0.093
51,8,96,0.091
71,2,18,0.169
47,1,23,0.028
17,0,87,0.011
20,2,87,0.003
37,0,26,0.045
52,0,108,0.007
55,1,29,0.001
27,0,77,0.014
52,0,18,0.012
1,1,92,0.013
40,7,37,0.08
69,8,36,0.041
75,0,108,0.004
60,2,39,0.019
32,0,52,0.002
53,0,108,0.004
71,0,87,0.015
56,0,66,0.001
48,0,35,0.002
50,7,80,0.072
8,0,11,0.017
39,2,17,0.097
40,1,75,0.026
32,0,81,0.002
59,0,40,0.005
79,1,83,0.002
6,9,81,0.046
35,0,37,0.007
29,0,78,0
22,0,61,0.003
78,0,48,0.002
53,4,36,0.035
26,1,91,0.015
66,2,27,0.069
64,0,109,0.002
9,0,20,0.03
34,0,53,0.013
39,0,28,0.022
66,0,102,0.012
72,0,95,0.005
69,5,72,0.005
35,6,37,0.109
78,1,76,0.016
36,0,52,0.019
36,3,21,0.039
80,2,43,0.019
32,0,10,0.012
63,5,86,0.047
28,3,82,0.017
14,2,86,0.048
79,0,47,0.003
44,0,87,0.006
31,0,90,0.003
34,0,37,0.019
49,1,77,0.009
75,6,24,0.075
11,0,41,0.013
0,4,79,0.009
76,1,65,0.008
62,0,28,0.013
73,0,79,0.002
5,0,98,0.001
77,1,94,0
42,0,51,0.008
5,0,97,0.008
7,7,92,0.009
16,0,43,0.017
40,0,77,0.013
24,0,26,0.002
68,0,71,0.002
2,0,15,0.008
39,0,16,0.054
17,6,50,0.004
55,2,64,0.025
32,3,90,0.026
33,0,48,0.001
5,2,97,0.003
76,0,28,0.011
60,1,43,0.047
41,10,100,0.003
49,1,37,0.037
20,0,19,0.021
20,0,33,0.029
78,3,71,0.043
22,1,77,0.016
53,1,27,0.052
11,7,34,0.2
32,1,83,0.022
79,0,90,0.007
29,3,107,0.036
43,0,88,0.006
41,3,21,0.066
44,0,28,0.047
71,4,70,0.003
63,1,31,0.01
19,4,109,0.005
24,0,91,0.009
24,3,101,0.008
27,0,78,0.015
75,1,17,0.013
13,2,21,0.039
58,5,93,0.017
79,1,36,0.018
39,0,98,0.005
32,0,55,0.006
36,2,49,0.024
61,6,83,0.018
29,0,30,0.011
64,1,69,0.003
15,2,70,0.014
43,0,38,0.017
75,0,85,0.007
38,0,65,0.009
21,0,99,0
42,1,91,0.01
22,1,72,0.005
21,2,24,0.06
12,0,92,0.002
63,10,92,0.12
1,3,64,0.029
61,0,16,0.045
4,0,84,0.007
7,7,91,0.111
32,2,38,0.016
44,0,49,0.001
30,0,68,0.011
23,1,48,0.023
30,3,99,0.014
66,0,109,0.004
74,0,45,0.01
9,0,21,0.012
73,7,44,0.11
22,0,95,0.001
52,0,69,0.004
13,3,38,0.016
33,0,51,0.025
50,5,95,0.005
64,1,66,0.012
70,1,98,0.004
33,1,81,0.018
26,0,77,0
16,5,90,0.023
43,9,13,0.418
64,4,77,0.014
34,4,39,0.091
62,2,15,0.04
40,0,21,0.051
22,0,15,0.026
14,6,107,0.005
24,0,104,0.006
53,0,44,0.008
8,1,12,0.122
46,2,65,0.015
8,1,34,0.017
32,0,44,0
25,2,74,0.045
31,0,79,0.012
33,8,20,0.445
19,4,25,0.067
39,0,94,0.001
63,0,40,0.006
12,0,69,0.002
61,0,54,0.011
55,0,20,0.008
35,7,41,0.097
39,0,100,0.005
1,3,100,0.002
37,0,42,0.012
80,0,30,0.006
66,1,93,0.01
45,4,96,0.03
4,7,38,0.17
68,3,45,0.027
76,1,27,0.049
55,0,71,0.005
70,1,56,0.019
42,0,98,0.003
65,4,69,0.014
11,1,23,0.01
36,3,74,0.009
24,3,83,0.043
73,1,73,0.002
14,0,17,0.02
1,0,93,0.007
34,0,13,0.102
62,0,72,0.002
60,0,85,0.003
34,10,94,0.012
31,0,92,0.002
74,1,93,0.014
60,0,17,0.017
10,8,26,0.149
59,0,95,0.003
71,0,12,0.011
73,1,103,0.021
21,0,74,0.002
8,0,88,0
27,0,72,0.005
58,0,43,0.008
37,1,48,0.006
24,0,101,0.008
62,5,102,0.021
56,1,90,0.023
4,0,61,0.002
58,0,108,0.01
73,0,70,0.009
10,0,108,0.009
76,1,86,0.003
14,10,108,0.024
24,1,17,0.049
72,1,69,0.002
57,1,57,0.001
77,7,34,0.24
59,0,23,0.004
16,4,32,0.004
17,0,38,0.001
28,5,56,0.008
78,0,64,0.005
10,9,90,0.034
73,0,38,0.003
67,1,22,0.015
70,0,86,0.008
2,1,79,0.008
1,5,13,0.229
45,0,47,0.009
74,4,26,0.087
61,4,48,0.021
18,0,86,0.006
29,2,13,0.319
62,0,99,0.003
76,0,13,0.021
2,2,24,0.002
6,1,84,0.008
26,8,59,0.028
14,0,88,0.001
29,7,96,0.013
14,6,46,0.099
62,1,106,0.007
61,0,16,0.045
48,1,21,0.079
17,0,86,0.001
37,1,13,0.101
18,0,56,0.001
26,8,96,0.089
69,9,108,0.06
71,0,47,0.015
10,1,18,0.008
12,4,24,0.046
57,0,22,0.029
37,1,110,0.012
63,0,108,0.009
72,7,51,0.021
23,0,98,0.004
65,1,104,0.022
43,2,80,0.017
75,9,28,0.364
52,3,56,0.073
69,2,16,0.184
30,0,49,0.004
60,8,96,0.04
11,6,73,0.012
64,1,23,0.054
52,5,16,0.112
78,1,59,0.004
21,7,93,0.004
56,0,87,0.004
37,3,50,0.061
15,1,87,0.001
26,0,19,0.035
34,0,102,0.01
44,5,15,0.087
3,1,103,0.007
17,0,86,0.001
51,0,40,0.006
59,1,67,0.008
20,0,24,0.004
68,5,65,0.005
22,7,84,0.029
64,6,17,0.249
12,0,79,0
34,2,40,0.021
11,2,18,0.136
58,0,80,0.013
61,2,62,0.003
42,0,102,0.009
37,0,26,0.013
37,1,79,0.025
16,1,14,0.049
51,0,44,0.021
42,4,38,0.14
27,1,93,0.009
4,0,75,0
77,0,80,0.002
15,8,32,0.041
14,0,95,0.003
4,10,11,0.161
56,0,17,0.018
69,8,88,0.083
63,0,38,0.006
31,9,63,0.099
56,0,101,0.011
68,0,74,0.003
61,1,40,0.022
3,4,74,0.044
69,2,42,0.018
40,4,45,0.024
57,0,70,0
29,2,29,0.112
13,0,61,0.001
51,0,62,0.003
76,0,105,0.013
69,0,38,0.005
73,0,62,0.004
35,1,28,0.02
36,0,30,0.019
36,10,54,0.068
2,0,79,0.004
65,1,51,0.024
49,1,108,0.008
41,5,61,0.025
19,2,63,0.013
64,0,68,0.011
44,0,52,0.002
18,0,53,0.007
23,1,42,0.013
54,1,106,0.016
79,6,82,0.001
20,0,70,0.001
70,1,35,0.055
70,2,42,0.057
60,0,40,0.014
21,0,32,0.029
54,0,61,0.001
44,0,66,0.002
27,0,20,0.002
69,2,105,0.003
17,1,99,0.007
68,0,11,0.039
38,1,34,0.031
27,0,110,0.006
72,6,91,0.052
20,6,110,0.04
47,1,85,0.01
74,9,26,0.209
66,3,85,0.026
41,1,55,0.028
78,0,96,0.001
21,0,103,0.002
14,0,53,0.016
65,0,34,0.01
56,1,61,0.019
25,0,100,0.003
29,0,88,0.009
58,0,37,0.013
62,0,103,0.002
57,0,98,0
32,0,58,0.016
23,3,54,0.016
50,2,16,0.048
71,8,58,0.025
22,0,105,0.003
49,8,55,0.114
15,6,36,0.153
59,0,20,0.032
9,4,78,0.03
45,7,87,0.004
41,0,62,0.005
51,1,88,0.004
19,7,12,0.687
25,1,40,0.017
42,0,11,0.013
23,0,109,0.003
75,0,86,0.008
54,0,62,0.005
76,0,12,0.094
62,3,12,0.099
2,1,84,0.004
25,1,19,0.018
17,10,88,0.066
9,5,44,0.077
21,0,12,0.037
57,0,49,0.005
50,0,27,0.011
5,0,45,0.019
52,3,77,0.067
71,2,38,0.028
1,5,17,0.07
48,0,37,0.002
41,0,81,0.017
47,4,96,0.001
32,1,79,0.008
65,0,98,0.007
68,0,16,0.005
44,0,94,0.005
21,0,93,0.003
75,0,108,0.003
74,9,81,0.018
16,2,71,0.026
5,1,103,0.013
54,1,39,0.036
5,0,41,0.004
65,0,73,0.003
5,2,13,0.219
39,5,69,0.032
45,9,63,0.048
61,3,20,0.05
14,0,49,0.019
47,2,64,0.003
4,2,48,0.08
78,5,75,0.021
65,3,87,0.001
45,0,75,0.007
46,1,84,0.025
7,10,65,0.121
18,0,86,0.006
51,2,69,0.027
17,0,32,0.019
67,1,91,0.005
19,0,62,0.009
32,0,55,0.016
42,3,61,0.053
11,2,91,0.008
10,4,12,0.179
27,0,76,0.005
18,0,83,0.008
18,6,19,0.192
63,2,53,0.002
31,0,39,0.005
60,3,50,0.016
22,4,48,0.065
6,8,18,0.191
61,2,11,0.001
5,4,56,0.047
10,0,83,0.001
6,7,110,0
60,3,26,0.001
43,0,35,0.002
77,3,86,0
24,0,69,0.004
21,0,58,0.013
78,2,99,0.017
39,0,32,0.001
55,0,93,0.014
17,0,94,0.001
35,6,36,0.049
24,1,34,0.045
6,3,44,0.039
60,1,52,0.038
10,0,73,0.006
62,3,51,0.071
47,2,29,0.002
21,1,18,0.058
40,4,18,0.112
61,0,25,0.028
14,0,53,0.003
55,9,86,0.045
49,3,106,0.011
61,5,68,0.069
37,4,62,0.048
58,0,38,0.022
79,1,53,0.009
22,1,71,0.004
72,3,87,0.03
60,3,27,0.097
20,0,36,0.001
17,0,14,0.056
16,0,38,0.034
1,2,66,0.002
7,0,83,0.002
47,0,35,0.025
11,2,90,0.03
9,2,48,0.066
8,0,83,0.004
43,3,44,0.03
39,1,89,0.01
33,1,53,0.046
70,0,48,0.009
52,2,30,0.01
61,1,67,0.041
63,1,10,0.114
30,2,93,0.002
17,1,67,0.026
65,0,26,0.022
54,9,52,0.147
30,0,52,0.003
79,1,101,0.002
79,9,84,0.088
22,1,83,0.004
9,0,29,0.028
49,1,79,0
49,6,66,0.041
77,3,92,0.009
42,1,75,0.006
5,0,26,0.008
54,7,43,0.118
6,5,58,0.094
57,1,70,0.012
61,0,21,0.056
30,9,87,0.017
60,0,36,0.023
27,0,87,0.005
29,3,70,0.039
5,4,78,0.015
0,1,100,0.009
73,0,43,0.005
6,1,103,0.014
25,1,38,0.009
15,1,47,0.043
65,0,14,0.024
53,0,21,0.014
23,1,78,0.019
73,1,74,0.005
37,1,49,0.011
10,1,64,0.013
32,3,92,0.004
11,0,107,0.004
17,1,54,0.01
79,5,11,0.317
35,0,79,0.001
19,6,78,0.024
77,0,56,0.007
7,0,34,0.017
9,0,48,0
21,1,69,0.008
68,7,29,0.175
59,1,95,0.001
59,0,50,0.013
56,0,57,0.001
20,0,68,0.003
79,0,72,0.004
29,2,42,0.057
69,2,19,0.044
16,4,98,0.002
49,2,63,0.001
35,0,35,0.028
39,3,75,0.007
18,4,50,0.002
17,8,105,0.017
58,8,108,0.004
74,0,39,0.015
56,0,66,0.006
1,0,26,0.005
13,2,91,0.009
3,0,52,0.009
31,2,56,0.072
14,2,25,0.021
78,3,102,0.02
72,0,33,0.001
28,3,107,0.003
13,1,34,0.044
30,2,34,0.037
70,2,13,0.104
32,1,20,0.001
5,1,54,0.015
50,0,93,0
47,4,98,0.006
59,1,61,0.008
1,10,88,0.011
79,1,59,0.021
26,2,99,0.025
47,9,68,0.025
50,1,47,0.052
1,1,47,0.004
38,4,79,0.015
75,3,75,0.01
32,2,110,0.004
5,0,28,0.022
45,0,65,0.002
76,3,56,0.042
34,1,38,0.01
28,1,60,0.007
23,0,55,0.007
52,2,25,0.034
50,0,68,0.001
61,0,96,0.008
72,0,58,0.006
66,0,47,0.004
20,0,54,0.005
37,0,20,0.013
77,2,29,0.049
26,0,14,0.003
75,0,105,0.006
58,0,67,0.018
80,0,29,0.006
43,3,108,0.02
38,1,76,0.001
61,5,81,0.046
78,0,54,0.007
10,0,15,0.02
1,6,53,0.057
20,5,79,0.007
38,2,13,0.281
25,5,85,0.03
35,1,107,0.007
34,0,85,0.006
23,0,27,0.027
45,0,62,0.004
68,0,43,0.006
51,0,72,0.008
43,0,97,0.001
10,2,55,0.011
29,0,32,0.011
58,3,31,0.082
56,0,18,0.02
7,1,97,0.013
68,0,97,0.001
77,0,60,0.003
58,1,107,0.003
42,8,50,0.073
58,0,18,0.003
1,4,71,0.008
54,1,76,0.008
75,0,22,0.001
36,0,107,0
80,0,69,0.002
51,4,54,0.04
5,0,80,0.003
52,1,80,0.008
33,0,83,0.009
70,3,54,0.021
3,1,102,0.017
55,1,58,0
64,0,11,0.011
32,6,108,0.039
12,1,24,0.022
35,2,62,0.013
42,0,94,0.008
15,1,41,0.058
70,1,101,0.003
36,1,84,0.01
42,2,48,0.004
79,0,82,0.001
33,0,105,0.004
34,0,59,0.005
47,3,73,0.007
16,0,61,0
21,2,70,0.038
29,3,106,0.012
2,7,30,0.026
21,1,41,0.023
5,1,91,0.01
68,0,47,0
58,6,81,0.001
3,1,97,0.026
31,6,48,0.079
63,1,105,0
3,0,49,0
64,2,75,0.041
68,0,95,0.005
25,0,14,0.022
41,0,23,0.018
9,0,110,0.009
75,4,41,0.063
6,2,77,0.025
34,4,14,0.073
60,0,24,0.022
11,1,41,0.029
45,1,42,0.029
44,3,55,0.039
28,1,23,0.052
15,0,80,0.003
37,5,56,0.046
15,9,55,0.205
63,4,93,0.015
76,9,93,0.044
72,0,70,0
79,0,75,0.01
47,4,95,0.016
44,0,97,0.009
60,1,106,0.009
6,0,40,0
41,6,81,0.04
73,1,21,0.026
7,0,32,0.032
55,1,47,0.039
0,2,51,0.042
3,0,18,0.001
30,5,20,0.07
14,1,24,0.018
21,10,63,0.086
66,6,33,0.018
15,1,90,0.013
56,0,31,0.008
23,0,46,0.005
30,0,12,0.084
63,8,55,0.055
27,0,44,0.001
16,2,62,0.027
7,5,78,0.073
79,0,37,0.001
43,8,18,0.14
17,0,18,0.017
45,0,39,0.007
18,2,100,0.004
5,2,51,0.018
33,5,103,0.014
58,8,11,0.601
39,1,59,0.009
6,1,13,0.053
51,0,79,0.012
19,5,89,0.052
79,0,74,0.002
67,1,23,0.076
36,1,36,0.04
80,0,23,0.009
45,0,28,0.007
35,3,30,0.031
17,3,84,0.001
9,0,65,0.012
55,2,60,0.008
14,2,68,0.001
28,0,77,0.012
14,1,45,0.013
74,6,12,0.335
35,8,55,0.147
27,1,103,0.003
14,0,36,0.002
49,0,14,0.004
2,0,68,0.008
24,0,89,0.007
49,1,36,0.037
67,3,98,0.05
21,0,108,0.004
63,7,29,0.255
67,0,108,0.004
49,0,72,0.004
0,0,57,0.002
60,5,18,0.23
14,5,67,0.023
23,0,19,0.006
52,0,64,0.012
13,5,99,0.058
65,6,50,0.146
64,0,60,0.008
13,5,35,0.111
23,1,47,0.035
11,9,59,0.06
70,0,56,0.009
28,1,13,0.091
0,0,30,0.005
29,1,61,0.039
30,0,48,0.003
59,0,32,0
3,1,81,0.02
9,9,93,0.013
38,5,28,0.063
8,2,71,0.023
37,0,50,0.004
56,7,63,0.084
25,9,73,0.081
26,1,100,0.006
24,8,77,0.021
69,4,81,0.036
38,1,60,0.042
20,4,63,0.078
32,1,67,0.023
75,9,67,0.077
68,0,74,0.002
53,0,15,0.066
26,0,95,0.007
72,4,89,0.006
5,3,89,0.006
40,4,83,0.012
55,0,29,0.008
35,0,81,0.002
63,0,92,0.007
10,3,11,0.047
77,2,61,0.042
34,0,93,0.003
74,1,49,0.013
3,1,85,0.011
17,9,79,0
27,0,16,0.017
77,6,87,0.046
58,0,73,0.008
6,2,33,0.025
70,0,16,0.006
38,0,13,0.073
37,1,89,0.015
20,0,46,0.009
74,0,36,0.011
6,0,25,0.012
46,6,74,0.05
5,0,38,0
60,2,24,0.124
29,1,79,0.012
30,5,88,0.012
45,1,105,0.006
47,0,86,0.005
6,2,90,0.045
5,2,108,0.01
29,9,38,0.141
52,0,37,0.005
50,1,61,0.007
74,0,25,0.001
55,3,69,0.003
35,1,50,0.009
13,3,93,0.018
49,1,14,0.089
0,3,29,0.016
69,1,27,0.013
8,0,64,0.001
74,5,46,0.07
52,4,66,0.019
31,0,70,0.018
35,4,82,0.01
45,5,31,0.008
6,4,33,0.064
77,10,100,0.021
40,1,94,0.007
69,1,20,0.053
66,2,48,0.034
9,0,70,0.006
63,6,98,0.013
49,0,94,0.001
20,0,65,0.002
24,0,15,0.008
3,3,25,0.026
32,1,62,0.038
16,0,20,0.026
17,6,56,0.004
61,1,85,0.011
64,5,47,0.01
69,0,33,0.028
51,0,109,0.003
49,3,48,0.015
26,0,23,0.047
43,0,44,0.018
57,1,102,0.017
33,0,75,0.001
31,1,89,0.02
22,2,30,0.031
75,6,85,0.041
44,2,56,0.047
32,4,18,0.126
31,0,86,0.001
66,7,100,0.079
36,3,96,0.032
52,0,70,0
29,3,23,0.138
39,2,27,0.091
30,0,110,0.002
61,2,54,0.01
62,3,16,0.019
47,0,90,0.009
7,0,97,0.009
49,0,87,0.006
3,0,105,0.002
7,6,11,0.134
58,0,41,0.026
57,0,71,0.001
16,0,88,0.004
5,3,63,0.06
75,1,91,0.008
10,0,94,0
71,1,65,0.006
73,2,40,0.087
12,5,13,0.292
48,4,68,0.022
73,0,79,0
16,3,78,0.036
69,0,46,0.006
39,0,43,0.023
19,2,17,0.093
31,0,102,0.002
72,1,39,0
34,9,106,0.004
25,5,57,0.017
45,0,57,0.001
35,0,108,0.007
16,1,51,0.019
33,1,75,0.02
69,0,28,0.015
74,3,33,0.066
75,1,71,0.024
66,1,46,0.018
4,0,20,0.002
68,3,100,0.013
51,2,63,0.008
18,1,29,0.006
51,9,53,0.135
68,0,104,0.002
49,0,106,0.001
52,1,44,0.027
30,0,51,0.019
47,1,19,0.031
10,0,73,0.001
29,2,109,0.012
52,2,17,0.065
76,2,75,0.015
12,1,41,0.027
51,1,89,0.021
70,0,108,0.005
27,0,29,0.01
43,2,91,0.027
23,4,40,0.074
73,1,62,0.001
35,3,42,0.005
14,0,67,0.008
62,0,19,0.018
11,5,58,0.035
64,3,56,0.088
38,0,30,0.007
3,4,38,0.015
77,0,47,0.015
73,0,39,0.018
19,5,109,0.01
36,1,22,0.052
48,0,99,0.003
49,2,86,0.037
74,7,46,0.029
37,0,104,0.006
21,0,11,0.042
54,1,108,0.018
29,5,14,0.036
77,0,14,0.013
24,6,105,0.029
22,6,42,0.053
62,1,66,0.011
46,1,98,0.011
30,1,77,0.009
33,5,100,0.03
9,0,80,0.012
26,1,74,0.002
5,0,27,0.026
79,0,43,0.018
49,1,57,0
37,4,93,0.008
43,1,33,0
14,8,10,1.186
50,10,76,0.08
13,3,93,0.014
4,0,18,0.024
71,1,59,0.027
62,3,17,0.087
33,0,61,0.002
5,10,36,0.101
76,4,34,0.003
64,5,100,0.079
77,6,26,0.223
79,0,32,0.018
10,5,57,0.041
22,1,101,0.005
20,5,60,0.045
71,5,56,0.024
23,0,79,0
18,0,70,0.004
78,3,105,0.004
10,2,90,0.046
51,0,26,0.017
68,0,37,0.014
4,7,72,0.024
68,0,76,0
26,0,97,0.004
19,0,16,0.059
69,5,24,0.034
35,0,46,0.002
18,1,104,0.007
38,1,84,0
74,0,48,0.022
69,0,84,0.009
10,4,46,0.06
70,1,70,0.002
59,1,18,0.023
60,1,25,0.05
75,6,93,0.009
49,0,42,0.015
20,1,34,0.006
75,3,107,0.018
68,0,83,0.006
42,1,22,0.001
69,0,45,0.002
43,3,98,0.019
38,2,29,0.053
55,1,35,0.011
33,0,36,0.004
79,2,82,0.011
76,1,34,0.002
7,2,42,0.06
45,2,90,0.002
7,0,90,0.015
60,2,65,0.017
56,0,57,0
6,3,51,0.037
54,0,49,0.02
43,0,61,0.014
67,7,92,0.086
78,0,61,0.007
6,6,26,0.108
57,0,33,0.009
19,0,51,0.005
72,1,105,0.013
75,2,34,0.059
8,2,99,0.03
32,0,99,0.007
25,1,49,0.02
27,6,101,0.003
66,1,109,0.006
56,0,102,0.007
40,0,79,0.004
14,0,103,0.006
38,6,44,0.019
5,1,62,0.005
5,0,80,0.004
22,1,53,0.039
60,1,96,0
27,8,85,0.056
31,1,37,0.009
72,4,74,0.018
62,5,35,0.169
32,0,90,0.005
39,0,89,0.003
32,1,94,0.004
29,7,56,0.146
1,10,109,0.012
8,1,28,0.056
40,0,66,0.001
55,1,54,0.02
44,0,63,0.011
31,0,54,0.001
65,0,42,0.001
70,0,78,0.011
30,4,35,0.01
6,0,89,0.006
7,0,49,0.019
73,2,37,0.008
35,2,15,0.023
50,5,99,0.013
30,4,35,0.071
4,2,88,0.003
39,1,21,0.002
76,1,16,0.057
75,3,17,0.248
19,1,28,0.007
14,2,35,0.007
42,0,54,0.011
34,0,21,0.023
10,1,86,0.001
69,0,12,0.021
37,0,106,0.006
7,0,28,0.024
35,1,57,0.011
40,1,43,0.006
49,0,91,0.003
59,1,82,0.006
59,1,39,0.015
23,1,92,0.011
11,1,62,0.002
56,0,80,0.003
12,1,53,0.02
45,1,71,0.026
15,0,79,0.012
4,1,40,0.04
52,9,60,0.069
80,4,13,0.318
33,0,69,0.003
6,3,26,0.063
69,0,25,0.01
34,0,44,0.014
5,4,81,0.034
4,0,49,0.004
55,0,23,0.045
71,4,56,0.064
41,7,10,0.23
57,0,105,0.002
75,0,31,0.008
29,0,89,0.002
25,0,75,0.013
28,7,54,0.072
47,0,76,0.005
57,7,75,0.076
66,1,51,0.036
34,0,63,0.004
38,7,88,0.05
78,8,14,0.508
44,1,50,0.007
77,0,70,0.011
50,5,48,0.096
69,7,66,0.056
24,0,19,0.008
65,3,61,0.039
20,1,53,0.003
50,0,84,0.015
10,1,99,0.013
56,1,45,0.025
51,10,60,0.071
80,0,87,0.01
66,0,84,0.006
42,0,22,0.009
49,0,83,0.002
69,0,107,0
0,1,94,0.002
78,3,54,0.012
38,1,59,0.018
58,0,84,0.003
34,0,64,0.008
46,3,29,0.013
8,4,33,0.015
25,0,37,0.005
56,8,38,0.01
56,8,82,0.028
57,3,24,0.004
26,0,28,0.032
25,2,15,0.001
66,0,73,0.018
17,1,57,0.01
3,1,109,0.01
22,5,98,0.014
18,2,22,0.001
61,0,25,0.031
14,2,45,0.014
16,0,79,0.006
0,0,25,0.002
28,0,94,0.003
20,7,32,0.113
51,9,51,0.001
57,0,19,0.024
71,0,103,0.003
67,0,18,0.024
1,2,74,0.017
39,1,15,0.038
31,0,38,0.009
62,1,25,0.1
54,5,78,0.001
34,0,32,0.01
80,5,59,0.045
59,1,74,0.011
2,0,61,0.01
42,3,21,0.022
47,1,94,0.001
19,7,97,0.053
42,2,99,0.005
78,0,47,0
5,0,65,0.001
79,0,21,0.014
45,4,76,0.087
76,1,40,0.005
26,6,98,0.032
37,2,22,0.086
66,0,42,0.014
29,0,62,0.008
21,5,46,0.079
62,3,103,0.007
72,3,36,0.022
61,3,77,0.016
4,0,55,0.01
22,3,94,0.012
46,0,54,0.004
56,0,108,0.002
10,8,69,0.028
46,0,109,0.002
57,0,16,0.045
55,0,85,0.003
6,10,33,0.079
78,3,103,0.023
24,0,101,0.002
65,0,39,0.007
51,1,33,0.062
27,7,98,0.095
72,0,57,0.003
42,7,42,0.127
19,1,99,0.018
77,0,70,0.007
23,1,82,0.012
29,6,15,0.417
23,1,57,0.028
40,0,55,0.023
38,3,12,0.063
71,0,53,0.005
55,1,94,0.014
9,9,50,0.099
